sr_sample_accession,sr_run_accession,refseq_sample,refseq_gcf_accession,duplicate_removed,in_bakrep_sheet,in_assembly_scan,bakrep_FINAL,bakrep_instrument_platform,bakrep_gtdbtk_species,bakrep_checkm2_completeness,bakrep_checkm2_contamination,bakrep_study_accession,kleborate_species,kleborate_species_match,kleborate_contig_count,kleborate_N50
SAMN17815182,SRR13643256,GCF_025398435.1_ASM2539843v1_genomic,GCF_025398435.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.65,PRJNA288601 || PRJNA812595,Klebsiella pneumoniae,strong,136,181812
SAMN04014983,SRR3112295,GCF_003073315.1_ASM307331v1_genomic,GCF_003073315.1,False,True,True,False,ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.14,PRJNA292902,Klebsiella pneumoniae,strong,137,124646
SAMN17766468,SRR18543867,GCF_022789805.2_KGMAR-2019-1417-2_genomic,GCF_022789805.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.83,PRJNA591480,Klebsiella pneumoniae,strong,82,365763
SAMN04014938,SRR3112338,GCF_003571645.1_ASM357164v1_genomic,GCF_003571645.1,False,True,True,False,ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.61,PRJNA292904,Klebsiella pneumoniae,strong,170,128055
SAMN38122036,SRR26683555,GCF_035621195.1_ASM3562119v1_genomic,GCF_035621195.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.12,PRJNA288601 || PRJNA812595,Klebsiella pneumoniae,strong,102,371867
SAMN47788345,SRR32985677,GCF_053346575.1_ASM5334657v1_genomic,GCF_053346575.1,False,False,False,,,,,,,,,,
SAMN22837225,SRR16694237,GCF_036785835.1_ASM3678583v1_genomic,GCF_036785835.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,1.37,PRJNA411762,Klebsiella pneumoniae,strong,155,209941
SAMN22024795,SRR16202844,GCF_020525985.1_ASM2052598v1_genomic,GCF_020525985.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.88,PRJNA768294,Klebsiella pneumoniae,strong,322,87058
SAMN04014986,SRR5168490,GCF_002202215.1_ASM220221v1_genomic,GCF_002202215.1,False,True,True,False,PACBIO_SMRT || ILLUMINA || ILLUMINA || ILLUMINA,Klebsiella pneumoniae,100.0,0.81,PRJNA292902,Klebsiella pneumoniae,strong,62,431358
SAMN39595402,SRR27710328,GCF_037890715.1_ASM3789071v1_genomic,GCF_037890715.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.54,PRJNA288601 || PRJNA812595,Klebsiella pneumoniae,strong,85,255795
SAMN22024799,SRR16202839,GCF_020525865.1_ASM2052586v1_genomic,GCF_020525865.1,False,True,True,False,ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.36,PRJNA768294,Klebsiella pneumoniae,strong,73,219688
SAMN05774083,SRR4245476,GCF_003186535.1_ASM318653v1_genomic,GCF_003186535.1,False,True,True,False,PACBIO_SMRT || PACBIO_SMRT || ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.26,PRJNA278886,Klebsiella pneumoniae,strong,76,356231
SAMN04868721,SRR8607448,GCF_001701425.2_ASM170142v2_genomic,GCF_001701425.2,False,True,True,False,OXFORD_NANOPORE || ILLUMINA || OXFORD_NANOPORE || OXFORD_NANOPORE || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.72,PRJNA307517,Klebsiella pneumoniae,strong,151,299087
SAMN44266152,SRR30971714,GCF_049354775.1_4690_genomic,GCF_049354775.1,False,False,False,,,,,,,,,,
SAMN29397002,SRR20621830,GCF_025118435.1_ASM2511843v1_genomic,GCF_025118435.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.07,PRJNA853564,Klebsiella pneumoniae,strong,118,382629
SAMN04014920,SRR3112327,GCF_003073335.1_ASM307333v1_genomic,GCF_003073335.1,False,True,True,False,PACBIO_SMRT || ILLUMINA,Klebsiella pneumoniae,100.0,1.17,PRJNA292904,Klebsiella pneumoniae,strong,128,203694
SAMN07211282,SRR5665580,GCF_002753165.1_ASM275316v1_genomic,GCF_002753165.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.88,PRJEB6891,Klebsiella pneumoniae,strong,135,117432
SAMN22024805,SRR16202833,GCF_020525685.1_ASM2052568v1_genomic,GCF_020525685.1,False,True,True,False,ILLUMINA || PACBIO_SMRT,Klebsiella quasipneumoniae,100.0,0.03,PRJNA768294,Klebsiella quasipneumoniae subsp. similipneumoniae,strong,71,489351
SAMEA3357423,ERR1215632,GCF_904864515.1_KSB2_2C_genomic,GCF_904864515.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.38,PRJEB6891,Klebsiella pneumoniae,strong,101,341916
SAMN32676082,SRR23048635,GCF_041861285.1_ASM4186128v1_genomic,GCF_041861285.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.14,PRJNA922900,Klebsiella pneumoniae,strong,150,127979
SAMN15148492,SRR11949294,GCF_013792545.1_ASM1379254v1_genomic,GCF_013792545.1,False,True,True,False,PACBIO_SMRT || ILLUMINA,Klebsiella pneumoniae,100.0,0.38,PRJNA605147,Klebsiella pneumoniae,strong,230,118229
SAMN41036104,SRR28760617,GCF_053521345.1_ASM5352134v1_genomic,GCF_053521345.1,False,False,False,,,,,,,,,,
SAMN12307651,SRR9988393,GCF_009720445.1_ASM972044v1_genomic,GCF_009720445.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.06,PRJNA555326,Klebsiella pneumoniae,strong,124,331968
SAMN04014970,SRR5168393,GCF_002180295.1_ASM218029v1_genomic,GCF_002180295.1,False,True,True,False,ILLUMINA || ILLUMINA || ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.46,PRJNA292902,Klebsiella pneumoniae,strong,96,327496
SAMN15148466,SRR11948793,GCF_013796485.1_ASM1379648v1_genomic,GCF_013796485.1,False,True,True,False,ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.04,PRJNA605147,Klebsiella pneumoniae,strong,108,547426
SAMN06112228,SRR5082463,GCF_904864595.1_INF333_genomic,GCF_904864595.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.42,PRJNA351909,Klebsiella pneumoniae,strong,119,358834
SAMN44266234,SRR30971633,GCF_049350945.1_I240_genomic,GCF_049350945.1,False,False,False,,,,,,,,,,
SAMN51215388,SRR35295332,GCF_053691455.1_ASM5369145v1_genomic,GCF_053691455.1,False,False,False,,,,,,,,,,
SAMN28626318,SRR19372492,GCF_041860945.1_ASM4186094v1_genomic,GCF_041860945.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.78,PRJNA835677,Klebsiella pneumoniae,strong,110,409530
SAMN32676100,SRR23048615,GCF_041861235.1_ASM4186123v1_genomic,GCF_041861235.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,38.34,PRJNA922900,Klebsiella pneumoniae,strong,963,191230
SAMN28626290,SRR19372403,GCF_041861005.1_ASM4186100v1_genomic,GCF_041861005.1,False,True,True,False,ILLUMINA,Klebsiella variicola,100.0,0.13,PRJNA835677,Klebsiella variicola subsp. variicola,strong,84,248399
SAMN41479337,SRR29108366,GCF_039734825.1_ASM3973482v2_genomic,GCF_039734825.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.88,PRJNA288601 || PRJNA812595,Klebsiella pneumoniae,strong,118,230802
SAMEA104694395,ERR3403209,GCF_902166725.1_25964_2_272_genomic,GCF_902166725.1,False,True,True,False,ILLUMINA,Klebsiella variicola,100.0,80.53,PRJEB22252,Klebsiella variicola subsp. variicola,strong,145,314717
SAMN04448505,SRR3305477,GCF_003408615.1_ASM340861v1_genomic,GCF_003408615.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.67,PRJNA302185,Klebsiella pneumoniae,strong,142,204522
SAMEA7556989,ERR4824536,GCF_920103885.1_DJ_genomic,GCF_920103885.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.25,PRJEB41234,Klebsiella pneumoniae,strong,166,166715
SAMN04014976,SRR3112292,GCF_003571545.1_ASM357154v1_genomic,GCF_003571545.1,False,True,True,False,ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.08,PRJNA292902,Klebsiella pneumoniae,strong,92,353276
SAMN06112204,SRR5082446,GCF_904863225.1_KSB1_6J_genomic,GCF_904863225.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.38,PRJNA351909,Klebsiella pneumoniae,strong,125,261536
SAMN44033303,SRR30870267,GCF_043950115.1_StLukes_TUM24772_Comp_v1.1_genomic,GCF_043950115.1,False,False,False,,,,,,,,,,
SAMN08133262,SRR6348593,GCF_002833465.1_ASM283346v1_genomic,GCF_002833465.1,True,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.17,PRJNA420753,Klebsiella pneumoniae,strong,149,128510
SAMN06112197,SRR5082456,GCF_002741685.1_ASM274168v1_genomic,GCF_002741685.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.78,PRJNA351909,Klebsiella pneumoniae,strong,181,113032
SAMN16685805,SRR12998329,GCF_015694065.1_ASM1569406v1_genomic,GCF_015694065.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.71,PRJNA674961,Klebsiella pneumoniae,strong,195,419785
SAMN32676136,SRR23048575,GCF_041861115.1_ASM4186111v1_genomic,GCF_041861115.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.09,PRJNA922900,Klebsiella pneumoniae,strong,87,415653
SAMN32676075,SRR23048642,GCF_041861295.1_ASM4186129v1_genomic,GCF_041861295.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.23,PRJNA922900,Klebsiella pneumoniae,strong,52,491829
SAMEA115720032,ERR13252998,GCF_964199115.1_Zagreb029_hybrid_assembly.fa.gz_genomic,GCF_964199115.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.55,PRJEB76496,Klebsiella pneumoniae,strong,105,266574
SAMEA115720013,ERR13252979,GCF_964198875.1_Zagreb010_hybrid_assembly.fa.gz_genomic,GCF_964198875.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.56,PRJEB76496,Klebsiella pneumoniae,strong,150,189396
SAMD00194474,DRR199310,GCF_014170935.1_ASM1417093v1_genomic,GCF_014170935.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,1.01,PRJDB6962,Klebsiella pneumoniae,strong,212,116047
SAMN15148530,SRR11949172,GCF_013707355.1_ASM1370735v1_genomic,GCF_013707355.1,False,True,True,False,ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.27,PRJNA605147,Klebsiella pneumoniae,strong,327,182638
SAMN44266236,SRR30971631,GCF_049351465.1_I264_genomic,GCF_049351465.1,False,False,False,,,,,,,,,,
SAMEA115720028,ERR13252994,GCF_964198625.1_Zagreb025_hybrid_assembly.fa.gz_genomic,GCF_964198625.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.56,PRJEB76496,Klebsiella pneumoniae,strong,123,221324
SAMN28626323,SRR19372487,GCF_041860935.1_ASM4186093v1_genomic,GCF_041860935.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,9.27,PRJNA835677,Klebsiella pneumoniae,strong,357,366411
SAMN17766472,SRR18543862,GCF_022789725.2_KGMAR-2019-1459_genomic,GCF_022789725.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.16,PRJNA591480,Klebsiella pneumoniae,strong,259,145565
SAMN22024804,SRR16202834,GCF_020525725.1_ASM2052572v1_genomic,GCF_020525725.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella quasipneumoniae,100.0,0.6,PRJNA768294,Klebsiella quasipneumoniae subsp. quasipneumoniae,strong,231,136860
SAMN07211279,SRR5665579,GCF_002753405.1_ASM275340v1_genomic,GCF_002753405.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.87,PRJNA646837 || PRJEB6891,Klebsiella pneumoniae,strong,160,105489
SAMN04014961,SRR5168385,GCF_002197225.1_ASM219722v1_genomic,GCF_002197225.1,False,True,True,False,ILLUMINA || ILLUMINA || ILLUMINA || ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,1.04,PRJNA292902,Klebsiella pneumoniae,strong,118,220206
SAMN13382564,SRR18543874,GCF_022790445.2_KGMAR-2016-563_genomic,GCF_022790445.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.23,PRJNA591480,Klebsiella pneumoniae,strong,139,260216
SAMN44266224,SRR30971644,GCF_049351435.1_5178_genomic,GCF_049351435.1,False,False,False,,,,,,,,,,
SAMEA111391102,ERR10387352,GCF_947164515.1_KP34_2018-347802-001-01_genomic,GCF_947164515.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.13,PRJEB55839,Klebsiella pneumoniae,strong,98,378104
SAMN44266203,SRR30971667,GCF_049354625.1_5069_genomic,GCF_049354625.1,False,False,False,,,,,,,,,,
SAMEA6081871,ERR3589645,GCF_902723705.1_Kpn2166_genomic,GCF_902723705.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.42,PRJEB34867,Klebsiella pneumoniae,strong,76,308641
SAMN28626228,SRR19372425,GCF_041861125.1_ASM4186112v1_genomic,GCF_041861125.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.12,PRJNA835677,Klebsiella pneumoniae,strong,141,264364
SAMN04014967,SRR5168389,GCF_002192315.1_ASM219231v1_genomic,GCF_002192315.1,False,True,True,False,ILLUMINA || ILLUMINA || ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.1,PRJNA292902,Klebsiella pneumoniae,strong,86,236402
SAMN49815545,SRR34410542,GCF_051620715.1_ASM5162071v1_genomic,GCF_051620715.1,False,False,False,,,,,,,,,,
SAMN06438458,SRR5386690,GCF_002156765.1_ASM215676v1_genomic,GCF_002156765.1,False,True,True,False,ILLUMINA,Klebsiella variicola,100.0,0.35,PRJNA376414,Klebsiella variicola subsp. variicola,strong,134,108938
SAMEA3357203,ERR1008779,GCF_904866195.1_INF327_genomic,GCF_904866195.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.39,PRJEB6891,Klebsiella pneumoniae,strong,68,341764
SAMN44266200,SRR30971671,GCF_049354615.1_5054_genomic,GCF_049354615.1,False,False,False,,,,,,,,,,
SAMN44266197,SRR30971674,GCF_049354585.1_5051_genomic,GCF_049354585.1,False,False,False,,,,,,,,,,
SAMN17766469,SRR18543866,GCF_022818695.2_KGMAR-2019-1434_genomic,GCF_022818695.2,False,True,True,False,ILLUMINA,Klebsiella quasivariicola,100.0,0.39,PRJNA591480,Klebsiella quasivariicola,strong,213,146890
SAMN06112198,SRR5082475,GCF_904866355.1_KSB1_6F_genomic,GCF_904866355.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.12,PRJNA351909,Klebsiella pneumoniae,strong,99,322358
SAMN28626329,SRR19372480,GCF_041860925.1_ASM4186092v1_genomic,GCF_041860925.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.05,PRJNA835677,Klebsiella pneumoniae,strong,179,312347
SAMN03701676,SRR3222156,GCF_001675125.1_ASM167512v1_genomic,GCF_001675125.1,False,True,True,False,ILLUMINA || PACBIO_SMRT || ILLUMINA || PACBIO_SMRT || ILLUMINA,Klebsiella pneumoniae,100.0,0.07,PRJNA284365,Klebsiella pneumoniae,strong,122,209771
SAMN10249009,SRR10094542,GCF_003937135.2_ASM393713v2_genomic,GCF_003937135.2,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.09,PRJNA497126,Klebsiella pneumoniae,strong,211,184443
SAMN15148502,SRR11948807,GCF_013791265.1_ASM1379126v1_genomic,GCF_013791265.1,False,True,True,False,ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.08,PRJNA605147,Klebsiella pneumoniae,strong,106,264786
SAMN38646027,SRR27050461,GCF_034126985.1_ASM3412698v2_genomic,GCF_034126985.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.91,PRJNA288601 || PRJNA812595,Klebsiella pneumoniae,strong,124,251498
SAMN04014999,SRR5168518,GCF_002180255.1_ASM218025v1_genomic,GCF_002180255.1,False,True,True,False,ILLUMINA || PACBIO_SMRT || ILLUMINA || ILLUMINA || ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.38,PRJNA292902,Klebsiella pneumoniae,strong,200,225957
SAMN04014966,SRR5168387,GCF_002197505.1_ASM219750v1_genomic,GCF_002197505.1,False,True,True,False,ILLUMINA || ILLUMINA || PACBIO_SMRT || ILLUMINA,Klebsiella pneumoniae,100.0,0.27,PRJNA292902,Klebsiella pneumoniae,strong,145,237859
SAMN32676138,SRR23048573,GCF_041861165.1_ASM4186116v1_genomic,GCF_041861165.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.46,PRJNA922900,Klebsiella pneumoniae,strong,95,400576
SAMN04015001,SRR3112299,GCF_003571585.1_ASM357158v1_genomic,GCF_003571585.1,False,True,True,False,PACBIO_SMRT || ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.14,PRJNA292902,Klebsiella pneumoniae,strong,96,185707
SAMN44266199,SRR30971672,GCF_049354605.1_5053_genomic,GCF_049354605.1,False,False,False,,,,,,,,,,
SAMN04014917,SRR3112325,GCF_003571525.1_ASM357152v1_genomic,GCF_003571525.1,False,True,True,False,ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.38,PRJNA292904,Klebsiella pneumoniae,strong,127,129790
SAMN22024789,SRR16202850,GCF_020525885.1_ASM2052588v1_genomic,GCF_020525885.1,False,True,True,False,PACBIO_SMRT || ILLUMINA,Klebsiella pneumoniae,100.0,0.36,PRJNA768294,Klebsiella pneumoniae,strong,58,308946
SAMN16197931,SRR12662231,GCF_014788765.1_ASM1478876v1_genomic,GCF_014788765.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.8,PRJNA664089,Klebsiella pneumoniae,strong,134,179990
SAMN31592763,SRR22179814,GCF_026069095.1_ASM2606909v2_genomic,GCF_026069095.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella variicola,100.0,0.3,PRJNA288601,Klebsiella variicola subsp. variicola,strong,120,303075
SAMN41407427,SRR29042784,GCF_039653465.1_ASM3965346v2_genomic,GCF_039653465.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.06,PRJNA288601 || PRJNA812595,Klebsiella pneumoniae,strong,99,340846
SAMN26567301,SRR18297551,GCF_044355935.1_ASM4435593v1_genomic,GCF_044355935.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,1.56,PRJNA814816,Klebsiella pneumoniae,strong,181,163135
SAMN15148656,SRR11949240,GCF_013704985.1_ASM1370498v1_genomic,GCF_013704985.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.18,PRJNA605147,Klebsiella pneumoniae,strong,175,186313
SAMN15148468,SRR11948790,GCF_013796245.1_ASM1379624v1_genomic,GCF_013796245.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.04,PRJNA605147,Klebsiella pneumoniae,strong,98,582547
SAMN32676124,SRR23048589,GCF_041861175.1_ASM4186117v1_genomic,GCF_041861175.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.1,PRJNA922900,Klebsiella pneumoniae,strong,48,445664
SAMN48561645,SRR33613275,GCF_050613205.1_ASM5061320v1_genomic,GCF_050613205.1,False,False,False,,,,,,,,,,
SAMEA7082330,ERR4372624,GCF_903993095.2_AI2770v1_cp_genomic,GCF_903993095.2,False,False,False,,,,,,,,,,
SAMN29499311,SRR19977231,GCF_024226435.1_ASM2422643v1_genomic,GCF_024226435.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.05,PRJNA855630,Klebsiella pneumoniae,strong,91,323542
SAMEA115720029,ERR13252995,GCF_964198725.1_Zagreb026_hybrid_assembly.fa.gz_genomic,GCF_964198725.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.58,PRJEB76496,Klebsiella pneumoniae,strong,133,218025
SAMN15148509,SRR11948949,GCF_013624775.1_ASM1362477v1_genomic,GCF_013624775.1,False,True,True,False,ILLUMINA || PACBIO_SMRT,Klebsiella quasipneumoniae,100.0,0.23,PRJNA605147,Klebsiella quasipneumoniae subsp. similipneumoniae,strong,175,245711
SAMN44266171,SRR30971703,GCF_049354245.1_4823_genomic,GCF_049354245.1,False,False,False,,,,,,,,,,
SAMN22024794,SRR16202845,GCF_020526005.1_ASM2052600v1_genomic,GCF_020526005.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.29,PRJNA768294,Klebsiella pneumoniae,strong,77,354602
SAMN28626335,SRR19372473,GCF_041860895.1_ASM4186089v1_genomic,GCF_041860895.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.63,PRJNA835677,Klebsiella pneumoniae,strong,114,383778
SAMN29499324,SRR19977226,GCF_024223795.1_ASM2422379v1_genomic,GCF_024223795.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.57,PRJNA855630,Klebsiella pneumoniae,strong,78,264787
SAMN39334901,SRR27482347,GCF_035557615.1_ASM3555761v2_genomic,GCF_035557615.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.58,PRJNA288601 || PRJNA812595,Klebsiella pneumoniae,strong,94,255795
SAMN44266241,SRR30971626,GCF_049353685.1_S3064_genomic,GCF_049353685.1,False,False,False,,,,,,,,,,
SAMEA12561090,ERR8135199,GCF_928375965.1_BB1541_assembly_hybrid_genomic,GCF_928375965.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.27,PRJEB50384,Klebsiella pneumoniae,strong,113,220857
SAMN33453558,SRR28640832,GCF_029025805.1_ASM2902580v1_genomic,GCF_029025805.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE || ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.44,PRJNA939005,Klebsiella pneumoniae,strong,93,320705
SAMN13382572,SRR18543904,GCF_022790305.2_KGMAR-2016-733_genomic,GCF_022790305.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,1.63,PRJNA591480,Klebsiella pneumoniae,strong,345,205152
SAMEA104694373,ERR3403187,GCF_902166565.1_25964_2_250_genomic,GCF_902166565.1,False,True,True,False,ILLUMINA,Klebsiella variicola,100.0,81.99,PRJEB22252,Klebsiella variicola subsp. variicola,strong,241,231541
SAMN28626226,SRR19372475,GCF_041861135.1_ASM4186113v1_genomic,GCF_041861135.1,False,True,True,False,ILLUMINA,Klebsiella variicola,100.0,0.2,PRJNA835677,Klebsiella variicola subsp. variicola,strong,105,411947
SAMN32676111,SRR23048603,GCF_041861225.1_ASM4186122v1_genomic,GCF_041861225.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.02,PRJNA922900,Klebsiella pneumoniae,strong,102,447611
SAMN15086846,SRR11909884,GCF_014170035.1_ASM1417003v1_genomic,GCF_014170035.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.11,PRJNA636827,Klebsiella pneumoniae,strong,232,85638
SAMN46544980,SRR33047867,GCF_051549725.1_ASM5154972v1_genomic,GCF_051549725.1,False,False,False,,,,,,,,,,
SAMN15547547,SRR12233610,GCF_023703815.1_ASM2370381v1_genomic,GCF_023703815.1,False,True,True,False,ILLUMINA,Klebsiella variicola,100.0,0.07,PRJNA646592,Klebsiella variicola subsp. variicola,strong,93,429759
SAMN41094956,SRR28816067,GCF_038627175.1_ASM3862717v2_genomic,GCF_038627175.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.1,PRJNA288601 || PRJNA812595,Klebsiella pneumoniae,strong,113,437670
SAMN22024810,SRR16202827,GCF_020525665.1_ASM2052566v1_genomic,GCF_020525665.1,False,True,True,False,ILLUMINA || PACBIO_SMRT,Klebsiella quasivariicola,100.0,0.32,PRJNA768294,Klebsiella quasivariicola,strong,115,142871
SAMEA115720043,ERR13253009,GCF_964199105.1_Zagreb041_hybrid_assembly.fa.gz_genomic,GCF_964199105.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.07,PRJEB76496,Klebsiella pneumoniae,strong,60,328821
SAMN15547544,SRR12233577,GCF_023703875.1_ASM2370387v1_genomic,GCF_023703875.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.18,PRJNA646592,Klebsiella pneumoniae,strong,76,466443
SAMEA115720047,ERR13253013,GCF_964199055.1_Zagreb045_hybrid_assembly.fa.gz_genomic,GCF_964199055.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,1.25,PRJEB76496,Klebsiella pneumoniae,strong,139,235126
SAMEA115720031,ERR13252997,GCF_964198915.1_Zagreb028_hybrid_assembly.fa.gz_genomic,GCF_964198915.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.58,PRJEB76496,Klebsiella pneumoniae,strong,143,203920
