ncbi_accession	paired_gcf_accession	ncbi_assembly_level	ncbi_assembly_status	ncbi_sequencing_tech	ncbi_assembly_method	ncbi_refseq_category	ncbi_genome_notes	ncbi_genome_size	ncbi_n_scaffolds	ncbi_scaffold_n50	ncbi_scaffold_l50	ncbi_n_contigs	ncbi_contig_n50	ncbi_contig_l50	ncbi_genome_coverage	ncbi_gc_percent	ncbi_n_chromosomes	ncbi_completeness	ncbi_contamination	ncbi_taxonomy_check	ncbi_ani_match_status	lookup_accession
GCF_033037675.1	GCA_033037675.1	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MinION	flye v. v2.8.3			5687591	4	5227590	1	4	5227590	1	224.0	57.5	4	99.12	0.72	OK	species_match	GCF_033037675
GCF_033100295.1	GCA_033100295.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore GridION	Unicycler v. 0.5.0			5563306	3	5213916	1	3	5213916	1	20.0	57.5	3	99.12	0.99	OK	derived_species_match	GCF_033100295
GCF_032738105.1	GCA_032738105.2	Complete Genome	current	Oxford Nanopore GridION; Illumina MiSeq	Unicycler v. 0.5.0			5347112	6	5170488	1	6	5170488	1	20.0	58.0	6	99.2	0.71	OK	derived_species_match	GCF_032738105
GCF_033878155.1	GCA_033878155.1	Complete Genome	current	Oxford Nanopore	Unicycler v. NOV-2023			5540011	6	5280798	1	6	5280798	1	100.0	57.5	6	99.02	0.87	OK	subspecies_match	GCF_033878155
GCF_030931735.1	GCA_030931735.1	Complete Genome	current	Illumina HiSeq	SPAdes v. v3.13.1			5412722	4	5132651	1	4	5132651	1	100.0	57.5	4	98.52	0.83	OK	subspecies_match	GCF_030931735
GCF_030931055.1	GCA_030931055.1	Complete Genome	current	Illumina HiSeq	SPAdes v. v3.13.1			5411044	4	5131640	1	4	5131640	1	100.0	57.5	4	98.59	0.83	OK	subspecies_match	GCF_030931055
GCF_034331225.1	GCA_034331225.2	Complete Genome	current	Illumina MiSeq; Oxford Nanopore GridION	Flye v. 2.9.2			5912879	4	5588895	1	4	5588895	1	20.0	56.5	4	99.29	0.57	OK	species_match	GCF_034331225
GCF_032146325.1	GCA_032146325.1	Complete Genome	current	Illumina NovaSeq; Oxford Nanopore	SPAdes v. 3.8			6047886	4	5533843	1	4	5533843	1	200.0	56.5	4	99.59	0.8	OK	species_match	GCF_032146325
GCF_033970445.1	GCA_033970445.2	Complete Genome	current	Oxford Nanopore GridION	Unicycler v. 0.4.8			5698643	3	5405054	1	3	5405054	1	445.0	57.5	3	99.66	0.4	OK	species_match	GCF_033970445
GCF_032464375.1	GCA_032464375.1	Chromosome	current	Oxford Nanopore; Illumina MiSeq	Unicycler v. 0.4.7			5523060	4	5299172	1	4	5299072	1	100.0	57.0	4	97.03	0.79	OK	derived_species_match	GCF_032464375
GCF_032828315.1	GCA_032828315.1	Chromosome	current	Illumina MiSeq; Oxford Nanopore MinION	unicycler v. 0.4.8			5874864	8	5296492	1	8	5296392	1	100.0	56.5	8	98.16	0.84	OK	derived_species_match	GCF_032828315
GCF_033425475.2	GCA_033425475.2	Chromosome	current	Illumina	CLC Genomics workbench v. 21; SPAdes v. 3.13.0			5747020	7	5408286	1	10	4074248	1	411.0	57.0	7	97.73	1.13	OK	derived_species_match	GCF_033425475
GCF_033378925.2	GCA_033378925.2	Chromosome	current	Illumina	CLC Genomics workbench v. 21; SPAdes v. 3.13.0			5832743	5	5376737	1	9	4052736	1	587.0	56.5	5	98.42	1.13	OK	derived_species_match	GCF_033378925
GCF_035201625.1	GCA_035201625.1	Complete Genome	current	Oxford Nanopore MinION	Hybrid assembly using Unicycler v. version: v0.4.8			5745867	2	5578590	1	2	5578590	1	10.0	57.0	2	99.07	0.29	OK	derived_species_match	GCF_035201625
GCF_036452095.1	GCA_036452095.1	Complete Genome	current	PacBio	FLYE v. 2.9.1-b1784			5652204	3	5551485	1	3	5551485	1	451.13	57.0	3	98.77	1.25	OK	derived_species_match	GCF_036452095
GCF_036347655.1	GCA_036347655.1	Complete Genome	current	Illumina NovaSeq; Oxford Nanopore MinION	Unicycler v. 0.4.9			5798884	6	5536659	1	6	5536659	1	191.0	56.5	6	98.13	1.4	OK	species_match	GCF_036347655
GCF_036884315.1	GCA_036884315.1	Complete Genome	current	PacBio Sequel; Illumina NovaSeq	SMRT Link v. 5.0.1			5697188	2	5529724	1	2	5529724	1	100.0	57.0	2	99.01	0.29	OK	derived_species_match	GCF_036884315
GCF_035621535.1	GCA_035621535.1	Complete Genome	current	Illumina NovaSeq; Oxford Nanopore ONT	flye v. v2.9.1; uncycler v. v0.5.0			6107010	8	5524579	1	8	5524579	1	254.0	56.5	8	98.81	0.77	OK	derived_species_match	GCF_035621535
GCF_036321465.1	GCA_036321465.1	Complete Genome	current	Illumina HiSeq; PacBio RSII	SOAPdenovo v. 2.04; unicycler v. 0.4.7			5930188	6	5510796	1	6	5510796	1	100.0	57.0	6	99.07	0.69	OK	derived_species_match	GCF_036321465
GCF_036542365.1	GCA_036542365.1	Complete Genome	current	Illumina NovaSeq; Oxford Nanopore MinION	unicycler v. v0.4.8			5734063	2	5505875	1	2	5505875	1	358.5	57.0	2	98.6	0.62	OK	species_match	GCF_036542365
GCF_036549095.1	GCA_036549095.1	Complete Genome	current	Illumina NovaSeq; Oxford Nanopore MinION	unicycler v. v0.4.8			5733799	2	5505609	1	2	5505609	1	259.2	57.0	2	98.86	0.62	OK	species_match	GCF_036549095
GCF_034661255.1	GCA_034661255.1	Complete Genome	current	PacBio; Illumina NovaSeq	ABySS v. 2.0.2; Unicycler v. 0.4.8			5995434	7	5490587	1	7	5490587	1	233.0	57.0	7	98.86	0.23	OK	derived_species_match	GCF_034661255
GCF_035932355.1	GCA_035932355.1	Complete Genome	current	PacBio Sequel	HGAP v. 4			6351907	7	5482197	1	7	5482197	1	332.0	56.5	7	98.81	1.41	OK	derived_species_match	GCF_035932355
GCF_035620095.1	GCA_035620095.1	Complete Genome	current	Illumina NovaSeq; Oxford Nanopore ONT	flye v. v2.9.1; flye v. v2.9.1			5913132	6	5480137	1	6	5480137	1	201.0	57.0	6	99.07	0.43	OK	derived_species_match	GCF_035620095
GCF_035584575.1	GCA_035584575.1	Complete Genome	current	Illumina NovaSeq; PacBio Sequel	Hifiasm v. v 0.13-r308; Canu v. v. 1.7			5917445	6	5475019	1	6	5475019	1	38.11	57.0	6	98.55	0.42	OK	derived_species_match	GCF_035584575
GCF_036254055.1	GCA_036254055.1	Complete Genome	current	PacBio RSII	SOAPdenovo v. September -2023			5843367	5	5471389	1	5	5471389	1	100.0	57.0	5	97.99	1.5	OK	species_match	GCF_036254055
GCF_036542345.1	GCA_036542345.1	Complete Genome	current	Illumina NovaSeq; Oxford Nanopore MinION	unicycler v. v0.4.8			5809430	4	5467294	1	4	5467294	1	287.2	57.0	4	99.07	0.43	OK	derived_species_match	GCF_036542345
GCF_035593365.1	GCA_035593365.1	Complete Genome	current	PacBio Sequel	Fyle v. V2.5			5917500	7	5467248	1	7	5467248	1	400.0	57.0	7	99.01	1.37	OK	derived_species_match	GCF_035593365
GCF_036542205.1	GCA_036542205.1	Complete Genome	current	Oxford Nanopore MinION	Flye v. Oct 2023			5978982	5	5463938	1	5	5463938	1	22.0	57.0	5	97.07	1.36	OK	derived_species_match	GCF_036542205
GCF_036452075.1	GCA_036452075.1	Complete Genome	current	PacBio	FLYE v. 2.9.1-b1784			5660207	4	5451837	1	4	5451837	1	337.66	57.0	4	98.52	1.31	OK	derived_species_match	GCF_036452075
GCF_036452115.1	GCA_036452115.1	Complete Genome	current	PacBio	FLYE v. 2.9.1-b1784			5715624	4	5449896	1	4	5449896	1	422.37	57.0	4	98.49	1.48	OK	derived_species_match	GCF_036452115
GCF_034479935.1	GCA_034479935.1	Complete Genome	current	Oxford Nanopore GridION	flye v. 2.9.1-b1780; medaka v. 1.7.2			5806278	3	5446691	1	3	5446691	1	85.0	57.0	3	98.39	1.7	OK	species_match	GCF_034479935
GCF_035594245.1	GCA_035594245.1	Complete Genome	current	Oxford Nanopore GridION	flye v. 2.9.1-b1780; medaka v. 1.7.2			5694589	3	5440959	1	3	5440959	1	57.0	57.0	3	98.19	1.04	OK	derived_species_match	GCF_035594245
GCF_035581385.1	GCA_035581385.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780; medaka v. 1.7.2			5739241	3	5440191	1	3	5440191	1	49.0	57.0	3	98.42	0.79	OK	derived_species_match	GCF_035581385
GCF_037024145.1	GCA_037024145.1	Complete Genome	current	Illumina	SOAPdenovo v. 2.04			5682871	5	5426972	1	5	5426972	1	100.0	57.0	5	98.33	0.79	OK	species_match	GCF_037024145
GCF_035621575.1	GCA_035621575.1	Complete Genome	current	Oxford Nanopore	Unicycle v. v.0.5.0			5594787	3	5424446	1	3	5424446	1	413.0	57.5	3	98.78	0.38	OK	derived_species_match	GCF_035621575
GCF_036287585.1	GCA_036287585.1	Complete Genome	current	Illumina NovaSeq; Oxford Nanopore MinION	Unicycler v. 0.4.9			5795411	5	5424440	1	5	5424440	1	173.0	57.0	5	99.07	0.47	OK	derived_species_match	GCF_036287585
GCF_036287515.1	GCA_036287515.1	Complete Genome	current	Oxford Nanopore MinION	Flye v. Oct 2023			5709856	3	5412428	1	3	5412428	1	50.0	57.0	3	98.37	0.88	OK	derived_species_match	GCF_036287515
GCF_036967225.1	GCA_036967225.1	Complete Genome	current	nanopore	Unicycler v. 0.4.9			5908548	7	5408201	1	7	5408201	1	200.0	57.0	7	98.78	0.45	OK	derived_species_match	GCF_036967225
GCF_035595475.1	GCA_035595475.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780; medaka v. 1.7.2			5655058	3	5408110	1	3	5408110	1	134.0	57.0	3	98.69	1.42	OK	derived_species_match	GCF_035595475
GCF_035621275.1	GCA_035621275.1	Complete Genome	current	Illumina NovaSeq	SPAdes v. 3.13.0			5717230	6	5404794	1	6	5404794	1	200.0	57.0	6	98.66	1.27	OK	derived_species_match	GCF_035621275
GCF_036417615.1	GCA_036417615.1	Complete Genome	current	Illumina HiSeq; PacBio	ABySS v. 2.2.0			5983092	6	5402572	1	6	5402572	1	100.0	56.5	6	99.14	1.29	OK	derived_species_match	GCF_036417615
GCF_036417415.1	GCA_036417415.1	Complete Genome	current	Illumina HiSeq; PacBio	ABySS v. 2.2.0			5915414	6	5402137	1	6	5402137	1	100.0	56.5	6	99.14	0.7	OK	derived_species_match	GCF_036417415
GCF_036287765.1	GCA_036287765.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Unicycler v. 0.4.9			5740849	6	5398213	1	6	5398213	1	106.0	57.0	6	98.24	1.18	OK	species_match	GCF_036287765
GCF_034479915.1	GCA_034479915.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780; medaka v. 1.7.2			5813747	4	5386697	1	4	5386697	1	116.0	57.0	4	98.64	0.86	OK	derived_species_match	GCF_034479915
GCF_036287375.2	GCA_036287375.2	Complete Genome	current	Oxford Nanopore MinION	Flye v. Sep 2023			6058460	7	5386321	1	7	5386321	1	36.0	56.5	7	98.16	1.2	OK	derived_species_match	GCF_036287375
GCF_036347675.1	GCA_036347675.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Unicycler v. v0.5.0			5876734	7	5385855	1	7	5385855	1	81.0	57.0	7	98.44	1.68	OK	derived_species_match	GCF_036347675
GCF_035557615.1	GCA_035557615.2	Complete Genome	current	Oxford Nanopore GridION; Illumina MiSeq	Flye v. 2.9.3			5773763	6	5385530	1	6	5385530	1	50.0	57.0	6	98.9	0.8	OK	species_match	GCF_035557615
GCF_036452035.1	GCA_036452035.1	Complete Genome	current	PacBio	FLYE v. 2.9.1-b1784			5793010	4	5384080	1	4	5384080	1	364.84	57.0	4	98.88	1.16	OK	derived_species_match	GCF_036452035
GCF_036287625.1	GCA_036287625.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Unicycler v. 0.4.9			5754500	5	5378888	1	5	5378888	1	73.0	57.0	5	98.59	0.19	OK	derived_species_match	GCF_036287625
GCF_036417685.1	GCA_036417685.1	Complete Genome	current	Illumina HiSeq; PacBio	ABySS v. 2.2.0			5575091	4	5376681	1	4	5376681	1	98.0	57.0	4	99.08	0.96	OK	species_match	GCF_036417685
GCF_035598475.1	GCA_035598475.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780; medaka v. 1.7.2			5500754	4	5370165	1	4	5370165	1	38.0	57.5	4	98.0	0.44	OK	derived_species_match	GCF_035598475
GCF_035184745.2	GCA_035184745.2	Complete Genome	current	Oxford Nanopore PromethION	Flye v. v2.8.3			5831470	5	5369860	1	5	5369860	1	586.0	56.5	5	98.22	1.28	OK	derived_species_match	GCF_035184745
GCF_036599745.1	GCA_036599745.1	Complete Genome	current	Illumina NovaSeq; Oxford Nanopore GridION	Shovill pipeline v. 0.9; Unicycler v. 0.5.0			5686955	4	5360536	1	4	5360536	1	296.0	57.0	4	98.0	0.54	OK	derived_species_match	GCF_036599745
GCF_036598075.1	GCA_036598075.1	Complete Genome	current	Illumina NovaSeq; Oxford Nanopore GridION	Shovill pipeline v. 0.9			5729141	4	5359664	1	4	5359664	1	279.0	57.0	4	98.0	0.55	OK	derived_species_match	GCF_036598075
GCF_036429575.1	GCA_036429575.1	Complete Genome	current	Oxford Nanopore	Unicycler v. v0.4.8			5545354	4	5358696	1	4	5358696	1	100.0	57.5	4	97.84	0.38	OK	derived_species_match	GCF_036429575
GCF_037023225.1	GCA_037023225.1	Complete Genome	current	Illumina NovaSeq; Oxford Nanopore GridION	Shovill pipeline v. 0.9; Unicycler v. 0.5.0			5802475	4	5357534	1	4	5357534	1	323.0	57.0	4	98.03	0.7	OK	derived_species_match	GCF_037023225
GCF_036541145.1	GCA_036541145.1	Complete Genome	current	Oxford Nanopore MinION	Flye v. Nov 2023			5547049	2	5351515	1	2	5351515	1	48.0	57.0	2	97.73	0.33	OK	derived_species_match	GCF_036541145
GCF_036785835.1	GCA_036785835.1	Complete Genome	current	Oxford Nanopore and Illumina	Unicycler v. 0.4.0			5721562	6	5350916	1	6	5350916	1		57.0	6	98.44	1.7	OK	derived_species_match	GCF_036785835
GCF_036687385.1	GCA_036687385.1	Complete Genome	current	Oxford Nanopore MinION; Illumina NovaSeq	Unicycler v. 0.4.9			5663662	8	5348651	1	8	5348651	1	136.0	57.0	8	98.52	0.46	OK	derived_species_match	GCF_036687385
GCF_035621195.1	GCA_035621195.1	Complete Genome	current	Oxford Nanopore GridION; Illumina MiSeq	Unicycler v. 0.5.0			5536546	3	5347714	1	3	5347714	1	20.0	57.0	3	98.61	0.52	OK	derived_species_match	GCF_035621195
GCF_036320985.1	GCA_036320985.1	Complete Genome	current	Oxford Nanopore MinION; Illumina NovaSeq	Unicycler v. 0.4.9			5667955	5	5346765	1	5	5346765	1	96.0	57.0	5	98.55	1.69	OK	derived_species_match	GCF_036320985
GCF_035597335.1	GCA_035597335.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780; medaka v. 1.7.2			5672042	4	5345226	1	4	5345226	1	53.0	57.0	4	97.2	1.31	OK	derived_species_match	GCF_035597335
GCF_037009005.1	GCA_037009005.2	Complete Genome	current	Oxford Nanopore GridION; Illumina MiSeq	Unicycler v. 0.5.0			5687306	5	5333925	1	5	5333925	1	100.0	57.0	5	98.61	1.05	OK	derived_species_match	GCF_037009005
GCF_035596235.1	GCA_035596235.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780; medaka v. 1.7.2			5805231	4	5330429	1	4	5330429	1	114.0	57.0	4	98.68	1.42	OK	derived_species_match	GCF_035596235
GCF_036287395.1	GCA_036287395.1	Complete Genome	current	Oxford Nanopore MinION	Flye v. Sep 2022			5608211	3	5327401	1	3	5327401	1	41.0	57.0	3	98.68	0.64	OK	derived_species_match	GCF_036287395
GCF_036287415.1	GCA_036287415.1	Complete Genome	current	Oxford Nanopore MinION	Flye v. Oct 2023			5549139	2	5322925	1	2	5322925	1	26.0	57.0	2	97.53	0.27	OK	species_match	GCF_036287415
GCF_036795285.1	GCA_036795285.1	Complete Genome	current	Oxford Nanopore	HGAP v. 3.0			5322029	1	5322029	1	1	5322029	1	972.0	57.5	1	98.61	0.55	OK	derived_species_match	GCF_036795285
GCF_035594265.1	GCA_035594265.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780; medaka v. 1.7.2			5873954	3	5321033	1	3	5321033	1	56.0	56.5	3	97.91	1.81	OK	derived_species_match	GCF_035594265
GCF_035658215.1	GCA_035658215.1	Complete Genome	current	Illumina iSeq 100; Oxford Nanopore MinION	Flye v. v2.9.2			5677322	4	5320796	1	4	5320796	1	75.0	56.5	4	97.85	0.95	OK	derived_species_match	GCF_035658215
GCF_035598075.1	GCA_035598075.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780; medaka v. 1.7.2			5566449	3	5315117	1	3	5315117	1	91.0	57.0	3	98.36	1.63	OK	derived_species_match	GCF_035598075
GCF_036451995.1	GCA_036451995.1	Complete Genome	current	PacBio	FLYE v. 2.9.1-b1784			5517736	2	5311930	1	2	5311930	1	363.72	57.5	2	98.67	1.29	OK	derived_species_match	GCF_036451995
GCF_036542225.1	GCA_036542225.1	Complete Genome	current	Oxford Nanopore MinION	Flye v. Oct 2023			5508235	2	5306578	1	2	5306578	1	25.0	57.5	2	98.33	0.19	OK	derived_species_match	GCF_036542225
GCF_035594725.1	GCA_035594725.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780; medaka v. 1.7.2			5428900	4	5305627	1	4	5305627	1	38.0	57.5	4	97.55	0.23	OK	derived_species_match	GCF_035594725
GCF_036287455.1	GCA_036287455.1	Complete Genome	current	Oxford Nanopore MinION	Flye v. Oct 2023			5644143	3	5300749	1	3	5300749	1	21.0	57.0	3	96.78	0.73	OK	species_match	GCF_036287455
GCF_035557175.1	GCA_035557175.2	Complete Genome	current	Illumina MiSeq; Oxford Nanopore GridION	Unicycler v. 0.5.0			5842331	7	5297530	1	7	5297530	1	150.0	56.5	7	98.89	0.7	OK	derived_species_match	GCF_035557175
GCF_035184765.2	GCA_035184765.2	Complete Genome	current	Oxford Nanopore PromethION	Flye v. v2.8.3			5743979	6	5297285	1	6	5297285	1	743.0	57.0	6	99.01	1.93	OK	derived_species_match	GCF_035184765
GCF_036884245.1	GCA_036884245.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Unicycler v. 0.5.0			5297177	1	5297177	1	1	5297177	1	34.0	57.5	1	98.26	1.77	OK	derived_species_match	GCF_036884245
GCF_036787225.1	GCA_036787225.1	Complete Genome	current	PacBio and Illumina	Unicycler v. 0.4.0			5695995	8	5291171	1	8	5291171	1		57.0	8	98.11	0.68	OK	derived_species_match	GCF_036787225
GCF_036287435.1	GCA_036287435.1	Complete Genome	current	Oxford Nanopore MinION	Flye v. Oct 2023			5625390	3	5288208	1	3	5288208	1	19.0	57.0	3	96.64	0.8	OK	species_match	GCF_036287435
GCF_034477785.1	GCA_034477785.1	Complete Genome	current	Illumina NovaSeq; PacBio Sequel	flye v. V2.7.1; Unicycler v. V0.4.8; NECAT v. VLlinux-amd64; wtdbg2 v. V2.5; circlator v. V1.5.5			5604113	3	5286261	1	3	5286261	1	182.0	57.0	3	98.16	0.28	OK	species_match	GCF_034477785
GCF_036287785.1	GCA_036287785.1	Complete Genome	current	Illumina NovaSeq; Oxford Nanopore MinION	Unicycler v. 0.4.9			5947628	10	5282409	1	10	5282409	1	200.0	56.5	10	96.72	0.87	OK	species_match	GCF_036287785
GCF_036884455.1	GCA_036884455.1	Complete Genome	current	Illumina NovaSeq; Oxford Nanopore MinION	Unicycler v. v0.4.8			5479967	3	5277415	1	3	5277415	1	272.051	57.5	3	99.07	0.38	OK	derived_species_match	GCF_036884455
GCF_034564955.1	GCA_034564955.1	Complete Genome	current	Oxford Nanopore	Unicycler v. 0.4.8			5913152	6	5253463	1	6	5253463	1	100.0	56.5	6	99.31	0.86	OK	derived_species_match	GCF_034564955
GCF_034565915.1	GCA_034565915.1	Complete Genome	current	Oxford Nanopore	Unicycler v. 0.4.8			5780926	5	5252651	1	5	5252651	1	100.0	57.0	5	99.31	0.56	OK	derived_species_match	GCF_034565915
GCF_036687435.1	GCA_036687435.1	Complete Genome	current	Illumina NovaSeq; Oxford Nanopore MinION	Unicycler v. 0.4.9			5490328	3	5251085	1	3	5251085	1	257.0	57.0	3	98.48	1.13	OK	derived_species_match	GCF_036687435
GCF_035658195.1	GCA_035658195.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780; medaka v. 1.7.2			5566288	5	5244553	1	5	5244553	1	46.0	57.0	5	98.56	1.06	OK	derived_species_match	GCF_035658195
GCF_036542245.1	GCA_036542245.1	Complete Genome	current	Oxford Nanopore MinION	Flye v. Oct 2023			5433989	2	5225137	1	2	5225137	1	20.0	57.5	2	96.55	0.07	OK	derived_species_match	GCF_036542245
GCF_036287495.1	GCA_036287495.1	Complete Genome	current	Oxford Nanopore MinION	Flye v. Oct 2023			5608067	4	5224930	1	4	5224930	1	20.0	57.0	4	97.11	1.23	OK	derived_species_match	GCF_036287495
GCF_036713735.1	GCA_036713735.2	Complete Genome	current	Oxford Nanopore GridION; Illumina MiSeq	Unicycler v. 0.5.0			5560271	2	5219756	1	2	5219756	1	100.0	57.0	2	98.92	0.57	OK	derived_species_match	GCF_036713735
GCF_034424075.1	GCA_034424075.1	Complete Genome	current	Oxford Nanopore	Unicycler v. v0.4.8			5350328	3	5213602	1	3	5213602	1	12.0	57.5	3	98.98	0.86	OK	derived_species_match	GCF_034424075
GCF_035658455.1	GCA_035658455.1	Complete Genome	current	Illumina; PacBio	Hifiasm v. 0.13-r308; Canu v. 1.7			5597672	5	5210873	1	5	5210873	1	219.28	57.0	5	98.72	0.54	OK	derived_species_match	GCF_035658455
GCF_034341085.2	GCA_034341085.2	Complete Genome	current	Oxford Nanopore	HGAP v. 2016			5576695	5	5209445	1	5	5209445	1	205.0	57.0	5	98.33	0.71	OK	species_match	GCF_034341085
GCF_035594225.1	GCA_035594225.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780; medaka v. 1.7.2			5483426	3	5205871	1	3	5205871	1	21.0	57.5	3	96.96	0.48	OK	derived_species_match	GCF_035594225
GCF_035666235.1	GCA_035666235.1	Complete Genome	current	Illumina; PacBio	unicycler v. v0.4.8			5511741	4	5205392	1	4	5205392	1	100.0	57.0	4	98.74	1.4	OK	derived_species_match	GCF_035666235
GCF_036452175.1	GCA_036452175.1	Complete Genome	current	PacBio	FLYE v. 2.9.1-b1784			5567767	5	5201622	1	5	5201622	1	90.33	57.0	5	99.27	1.64	OK	derived_species_match	GCF_036452175
GCF_035928105.1	GCA_035928105.1	Complete Genome	current	Illumina; PacBio	Hifiasm v. 0.13-r308; Canu v. 1.7			5907644	12	5200167	1	12	5200167	1	56.76	56.5	12	98.45	1.04	OK	derived_species_match	GCF_035928105
GCF_035599035.1	GCA_035599035.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780; Medaka v. 1.7.2			5435575	3	5199476	1	3	5199476	1	132.0	57.5	3	98.21	0.2	OK	derived_species_match	GCF_035599035
GCF_035658175.1	GCA_035658175.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780; medaka v. 1.7.2			5998563	8	5197998	1	8	5197998	1	20.0	56.5	8	96.55	3.66	OK	derived_species_match	GCF_035658175
GCF_034424095.1	GCA_034424095.1	Complete Genome	current	PacBio Sequel	PacBio's SMRTlink v. v10			5356500	2	5188999	1	2	5188999	1	241.0	57.5	2	98.25	0.32	OK	derived_species_match	GCF_034424095
GCF_035620075.1	GCA_035620075.1	Complete Genome	current	Illumina NovaSeq; Oxford Nanopore ONT	flye v. v2.9.1; uncycle v. v0.5.0			5797155	5	5188862	1	5	5188862	1	290.0	57.0	5	99.01	0.7	OK	derived_species_match	GCF_035620075
GCF_036542045.1	GCA_036542045.1	Complete Genome	current	Illumina iSeq 100; Oxford Nanopore MinION	Flye v. v2.9.2			5390822	2	5179303	1	2	5179303	1	101.0	57.5	2	98.94	0.08	OK	derived_species_match	GCF_036542045
GCF_036362745.1	GCA_036362745.1	Complete Genome	current	Illumina NovaSeq; Oxford Nanopore MinION	Unicycler v. 0.4.8			5169325	1	5169325	1	1	5169325	1	179.0	57.5	1	98.9	0.78	OK	derived_species_match	GCF_036362745
GCF_036687425.1	GCA_036687425.1	Complete Genome	current	Illumina NovaSeq; Oxford Nanopore MinION	Unicycler v. 0.4.9			5573537	4	5165990	1	4	5165990	1	353.0	57.0	4	98.74	0.64	OK	derived_species_match	GCF_036687425
GCF_035596915.1	GCA_035596915.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780; medaka v. 1.7.2			5646211	5	5051036	1	5	5051036	1	125.0	57.0	5	98.55	1.22	OK	derived_species_match	GCF_035596915
GCF_036549135.1	GCA_036549135.1	Complete Genome	current	PacBio RSII; Illumina NovaSeq	CANU v. v1.5; FALCON v. v0.3.0			5736007	2	5505195	1	2	5505195	1	170.0	57.0	2	98.47	0.49	OK	species_match	GCF_036549135
GCF_034421615.1	GCA_034421615.1	Complete Genome	current	Oxford Nanopore	SPAdes v. May-2022			5793213	7	5430849	1	7	5430849	1	12.0	57.0	7	98.52	0.23	OK	subspecies_match	GCF_034421615
GCF_034554675.1	GCA_034554675.1	Complete Genome	current	PacBio Sequel	Unicycler v. v0.4.7			5479247	1	5479247	1	1	5479247	1	100.0	57.5	1	99.37	0.67	OK	derived_species_match	GCF_034554675
