reference,strain,SampleAcc,LaneAcc,SupplierName,StudyAccession,species,species_match,contig_count,N50,largest_contig,total_size,ambiguous_bases,QC_warnings,ST,virulence_score,resistance_score,num_resistance_classes,num_resistance_genes,Yersiniabactin,YbST,Colibactin,CbST,Aerobactin,AbST,Salmochelin,SmST,RmpADC,RmST,rmpA2,wzi,K_locus,AGly_acquired,Col_acquired,Fcyn_acquired,Flq_acquired,Gly_acquired,MLS_acquired,Phe_acquired,Rif_acquired,Sul_acquired,Tet_acquired,Tgc_acquired,Tmt_acquired,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,truncated_resistance_hits,spurious_resistance_hits,Chr_ST,gapA,infB,mdh,pgi,phoE,rpoB,tonB,ybtS,ybtX,ybtQ,ybtP,ybtA,irp2,irp1,ybtU,ybtT,ybtE,fyuA,clbA,clbB,clbC,clbD,clbE,clbF,clbG,clbH,clbI,clbL,clbM,clbN,clbO,clbP,clbQ,iucA,iucB,iucC,iucD,iutA,iroB,iroC,iroD,iroN,rmpA,rmpD,rmpC,spurious_virulence_hits,SUPPLIER_SAMPLE_NAME,DATE,Strain,main_ST,neonate,major_wards
this study,42070_2#193,ERS7985236,ERR12058704,BHBCYS,ERP126322,Klebsiella pneumoniae,strong,47,717340,1006140,5592622,yes (499),ambiguous_bases,ST14,1,1,8,16,ybt 9; ICEKp3,183-2LV,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA*;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1;catII.2*;cmlA5,arr-2,sul2,-,-,dfrA14.v2*,OXA-1;OXA-10;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,-,-,dfrA14.v1?-0%,ST14,1,6,1,1,1,1,1,5,11,6*,5,1,25,37,9,78,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BHBCYS,2018,NA,ST14,n,4A FEMALE MEDICAL WARD
this study,42070_2#194,ERS7985391,ERR12058705,CAAPZ7,ERP126322,Klebsiella pneumoniae,strong,49,438714,1062660,5587657,yes (1105),ambiguous_bases,ST14,1,1,8,13,ybt 9; ICEKp3,183-2LV,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA*,-,-,qnrB1.v2^,-,-,CatB4.v1;catII.2*;cmlA5,arr-2,sul2,-,-,dfrA14.v2*,OXA-1;OXA-10,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,-,-,-,ST14,1,6,1,1,1,1,1,5,11,6*,5,1,25,37,9,78,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CAAPZ7,2019,NA,ST14,y,PAEDIATRIC SURGICAL WARD
this study,42070_2#195,ERS7985237,ERR12058706,CAAGQA,ERP126322,Klebsiella pneumoniae,strong,32,915814,1993912,5340974,yes (1488),ambiguous_bases,ST147,1,1,8,12,ybt 9; ICEKp3,157-3LV,-,0,-,0,-,0,-,0,-,wzi64,KL64,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST147,3,4,6,1,7,4,38,41,11,6,25,38,255,37*,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CAAGQA,2018,NA,other,n,BURNS UNITS
this study,42070_2#196,ERS7985394,ERR12058707,CAAPYU,ERP126322,Klebsiella pneumoniae,strong,72,185842,508885,5591416,yes (437),ambiguous_bases,ST25,1,1,7,11,ybt 14; ICEKp5,145-2LV,-,0,-,0,-,0,-,0,-,wzi72,KL2,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,-,-,mphA,CatB4.v1,-,sul2,-,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST25,2,1,1,1,10,4,13,4,4,5,4,1,275,328*,2,4,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CAAPYU,2019,NA,ST25,n,PAEDIATRIC NURSERY
this study,42070_2#197,ERS7985238,ERR12058708,BKRI8K,ERP126322,Klebsiella pneumoniae,strong,48,483724,1061927,5740332,yes (742),ambiguous_bases,ST405,1,1,8,12,ybt 27; ICEKp22 (truncated),312-2LV,-,0,-,0,-,0,-,0,-,wzi143,KL151,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-76,35Q,-,-,-,-,fosA7*?-0%,ST405,2,1,62,3,10,4,110,6,62,60,4,1,145*-61%,148*,2,39,69,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BKRI8K,2018,NA,other,n,PAEDIATRIC NURSERY
this study,42070_2#198,ERS7985393,ERR12058709,CAAPPB,ERP126322,Klebsiella pneumoniae,strong,53,413932,1115433,5585035,yes (807),ambiguous_bases,ST14,1,1,8,13,ybt 9; ICEKp3,183-2LV,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA*,-,-,qnrB1.v2^,-,-,CatB4.v1;catII.2*;cmlA5,arr-2,sul2,-,-,dfrA14.v2*,OXA-1;OXA-10,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,-,-,-,ST14,1,6,1,1,1,1,1,5,11,6*,5,1,25,37,9,78,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CAAPPB,2019,NA,ST14,n,PAEDIATRIC SURGICAL WARD
this study,42070_2#199,ERS7985239,ERR12058710,CAAHEB,ERP126322,Klebsiella pneumoniae,strong,70,407951,874786,5700443,yes (1337),ambiguous_bases,ST35,0,1,7,11,-,0,-,0,-,0,-,0,-,0,-,wzi85,KL30,aac(3)-IId^;aph3-Ia.v1^;strA.v1^;strB.v1,-,-,-,-,mphA,catII.2*,-,sul2^,-,-,dfrA14.v2*;dfrA30*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-33*,-,-,-,-,-,-,ST35,2,1,2,1,10,1,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CAAHEB,NA,NA,ST35,n,unknown
this study,42070_2#1,ERS7985188,ERR12058519,1020587,ERP126322,Klebsiella pneumoniae,strong,101,337364,660914,5839201,yes (1355),ambiguous_bases,ST14,0,1,9,18,-,0,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IIa.v1^;aac(3)-IId^;aac(6')-Ib-cr.v2,-,-,qnrS1,-,ereA2,CatB4.v1;catII.2*;cmlA5,arr-2,sul1;sul2,-,-,dfrA14.v2*;dfrA5,LAP-2;OXA-1;OXA-10;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,-,OXA-9.v1*-42%;aadA?-0%,-,ST14,1,6,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1020587,2011,NA,ST14,n,unknown
this study,42070_2#200,ERS7985395,ERR12058711,BKRKPR,ERP126322,Klebsiella pneumoniae,strong,50,412614,1063231,5588012,yes (1397),ambiguous_bases,ST14,1,1,8,13,ybt 9; ICEKp3,183-2LV,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA*,-,-,qnrB1.v2^,-,-,CatB4.v1;catII.2*;cmlA5,arr-2,sul2,-,-,dfrA14.v2*,OXA-1;OXA-10,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,-,-,-,ST14,1,6,1,1,1,1,1,5,11,6*,5,1,25,37,9,78,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BKRKPR,2019,NA,ST14,n,PICU/HDU
this study,42070_2#201,ERS7985240,ERR12058712,CAAH5J,ERP126322,Klebsiella pneumoniae,strong,51,365923,818336,5593235,yes (674),ambiguous_bases,ST14,1,1,8,16,ybt 9; ICEKp3,183-2LV,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA*;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1;catII.2*;cmlA5,arr-2,sul2,-,-,dfrA14.v2*,OXA-1;OXA-10;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,-,-,-,ST14,1,6,1,1,1,1,1,5,11,6*,5,1,25,37,9,78,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CAAH5J,2018,NA,ST14,n,PAEDIATRIC ONCOLOGY
this study,42070_2#202,ERS7985396,ERR12058713,CAAQDF,ERP126322,Klebsiella pneumoniae,strong,61,333402,818340,5590366,yes (985),ambiguous_bases,ST14,1,1,8,13,ybt 9; ICEKp3,183-2LV,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA*,-,-,qnrB1.v2^,-,-,CatB4.v1;catII.2*;cmlA5,arr-2,sul2,-,-,dfrA14.v2*,OXA-1;OXA-10,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,-,-,-,ST14,1,6,1,1,1,1,1,5,11,6*,5,1,25,37,9,78,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CAAQDF,2019,NA,ST14,y,PAEDIATRIC NURSERY
this study,42070_2#203,ERS7985241,ERR12058714,BHAVJN,ERP126322,Klebsiella variicola subsp. variicola,strong,28,411083,1378853,5720316,yes (1426),ambiguous_bases,ST5362,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,LEN-25,-,-,-,-,-,-,ST5362,16,45,21,49,39,22,67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BHAVJN,2018,NA,other,n,A ETC
this study,42070_2#204,ERS7985397,ERR12058715,CAAQ29,ERP126322,Klebsiella pneumoniae,strong,47,441119,818342,5586747,yes (411),ambiguous_bases,ST14,1,1,8,13,ybt 9; ICEKp3,183-2LV,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA*,-,-,qnrB1.v2^,-,-,CatB4.v1;catII.2*;cmlA5,arr-2,sul2,-,-,dfrA14.v2*,OXA-1;OXA-10,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,-,-,-,ST14,1,6,1,1,1,1,1,5,11,6*,5,1,25,37,9,78,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CAAQ29,2019,NA,ST14,y,PAEDIATRIC MEDICAL BAY/WARD
this study,42070_2#205,ERS7985243,ERR12058716,CAAHFS,ERP126322,Klebsiella pneumoniae,strong,50,438762,1062432,5592519,yes (691),ambiguous_bases,ST14,1,1,8,16,ybt 9; ICEKp3,183-2LV,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA*;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1;catII.2*;cmlA5,arr-2,sul2,-,-,dfrA14.v2*,OXA-1;OXA-10;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,-,-,-,ST14,1,6,1,1,1,1,1,5,11,6*,5,1,25,37,9,78,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CAAHFS,2018,NA,ST14,y,PAEDIATRIC A&E
this study,42070_2#206,ERS7985398,ERR12058717,CAAQ28,ERP126322,Klebsiella pneumoniae,strong,45,412508,1064286,5589395,yes (846),ambiguous_bases,ST14,1,1,8,13,ybt 9; ICEKp3,183-2LV,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA*,-,-,qnrB1.v2^,-,-,CatB4.v1;catII.2*;cmlA5,arr-2,sul2,-,-,dfrA14.v2*,OXA-1;OXA-10,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,-,-,-,ST14,1,6,1,1,1,1,1,5,11,6*,5,1,25,37,9,78,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CAAQ28,2019,NA,ST14,u,PAEDIATRIC SURGICAL WARD
this study,42070_2#207,ERS7985242,ERR12058718,CAAHG5,ERP126322,Klebsiella variicola subsp. variicola,weak,68,369001,1499880,9176097,yes (1935),"total_size,ambiguous_bases",ST357-1LV,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,LEN-16,-,-,-,-,-,-,ST357-1LV,16,24,21,27,54,17,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CAAHG5,2018,NA,other,n,PICU/HDU
this study,42070_2#208,ERS7985399,ERR12058719,CAAQ14,ERP126322,Klebsiella pneumoniae,strong,43,412458,925732,5577715,yes (967),ambiguous_bases,ST14,1,0,7,9,ybt 9; ICEKp3,183-2LV,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(6')-Ib-cr.v2;aadA*,-,-,qnrB1.v2^,-,-,catII.2*;cmlA5,arr-2,sul2,-,-,dfrA14.v2*,OXA-10,-,-,-,-,SHV-28.v1^,-,-,-,-,-,-,ST14,1,6,1,1,1,1,1,5,11,6*,5,1,25,37,9,78,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CAAQ14,2019,NA,ST14,y,PICU/HDU
this study,42070_2#209,ERS7985468,ERR12058720,BKRDKP,ERP126322,Klebsiella pneumoniae,strong,39,375251,647068,5678349,yes (339),ambiguous_bases,ST39,1,1,7,11,ybt 16; ICEKp12,294,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,-,-,-,CatB4.v1,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST39,2,1,2,4,9,1,14,6,15,5,4,11,286,304,2,11,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25*,-,-,-,-,-,BKRDKP,2017,NA,ST39,n,PAEDIATRIC NURSERY
this study,42070_2#210,ERS7985565,ERR12058721,CAA1W0,ERP126322,Klebsiella pneumoniae,strong,50,355746,891459,5492356,yes (1191),ambiguous_bases,ST231,0,1,9,13,-,0,-,0,-,0,-,0,-,0,-,wzi273,KL30,aac(3)-IId^;aac(6')-Ib-cr.v2;aadA16*;strA.v1*;strB.v1*,-,-,-,-,-,catII.2*,arr-3,sul1;sul2*,tet(D),-,dfrA27,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1^,-,-,-,GyrA-83I;ParC-80I,-,-,ST231,2,6,1,3,26,1,77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CAA1W0,2017,NA,other,n,PAEDIATRIC MOYO WARD
this study,42070_2#211,ERS7985469,ERR12058722,BKRE4X,ERP126322,Klebsiella pneumoniae,strong,37,375426,612846,5680151,yes (393),ambiguous_bases,ST39,1,1,7,11,ybt 16; ICEKp12,294,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,-,-,-,CatB4.v1,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST39,2,1,2,4,9,1,14,6,15,5,4,11,286,304,2,11,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25*,-,-,-,-,-,BKRE4X,2017,NA,ST39,n,PAEDIATRIC NURSERY
this study,42070_2#212,ERS7985567,ERR12058723,BHAMGH,ERP126322,Klebsiella pneumoniae,strong,74,480176,1308387,5625814,yes (1265),ambiguous_bases,ST3559,0,1,7,13,-,0,-,0,-,0,-,0,-,0,-,wzi187,KL27,aac(3)-IId*?;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,-,-,-,CatB4.v1;catII.2*,-,sul2,tet(A).v1,-,dfrA14.v2*;dfrA30*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,fosA7*-15%;qnrB1.v1*-20%,-,ST3559,2,1,2,1,9,192,116,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BHAMGH,2017,NA,other,n,3B MALE MEDICAL WARD
this study,42070_2#213,ERS7985470,ERR12058724,CAA534,ERP126322,Klebsiella pneumoniae,strong,41,372006,611335,5678712,yes (340),ambiguous_bases,ST39,1,1,7,11,ybt 16; ICEKp12,294,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,-,-,-,CatB4.v1,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST39,2,1,2,4,9,1,14,6,15,5,4,11,286,304,2,11,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25*,-,-,-,-,-,CAA534,2017,NA,ST39,y,PAEDIATRIC NURSERY
this study,42070_2#214,ERS7985566,ERR12058725,BKRCQP,ERP126322,Klebsiella pneumoniae,strong,84,216999,514604,5476111,yes (294),ambiguous_bases,ST245-1LV,0,1,7,13,-,0,-,0,-,0,-,0,-,0,-,wzi224,KL49,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2,-,-,-,-,-,CatB4.v1;catII.2*;cmlA5,arr-2,sul2,-,-,dfrA14.v2*;dfrA16.v2,OXA-1;OXA-10;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,OXA-9.v1*-42%;aadA3?-87%;aadA?-0%,-,ST245-1LV,2,1,1,1,2,1,373,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BKRCQP,2017,NA,other,n,PAEDIATRIC ONCOLOGY
this study,42070_2#215,ERS7985471,ERR12058726,CAA538,ERP126322,Klebsiella pneumoniae,strong,55,339876,611321,5782725,yes (275),ambiguous_bases,ST39,1,1,7,11,ybt 16; ICEKp12,294,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,-,-,-,CatB4.v1,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST39,2,1,2,4,9,1,14,6,15,5,4,11,286,304,2,11,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25*,-,-,-,-,-,CAA538,2017,NA,ST39,y,CHATINKHA NURSERY
this study,42070_2#216,ERS7985568,ERR12058727,BKRC9J,ERP126322,Klebsiella pneumoniae,strong,63,374765,648588,5510536,yes (640),ambiguous_bases,ST101,0,1,6,8,-,0,-,0,-,0,-,0,-,0,-,wzi137,KL17,aac(3)-IId^;strA.v1*;strB.v1*,-,-,qnrS1,-,-,-,-,sul2,tet(D),-,dfrA14.v2*,-,-,CTX-M-55,-,-,SHV-1^,-,-,-,-,TEM-141*?-0%,-,ST101,2,6,1,5,4,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BKRC9J,2017,NA,ST101,y,PAEDIATRIC NURSERY
this study,42070_2#217,ERS7985472,ERR12058728,CAA53Y,ERP126322,Klebsiella pneumoniae,strong,41,372174,611353,5679179,yes (254),ambiguous_bases,ST39,1,1,7,11,ybt 16; ICEKp12,294,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,-,-,-,CatB4.v1,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST39,2,1,2,4,9,1,14,6,15,5,4,11,286,304,2,11,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25*,-,-,-,-,-,CAA53Y,2017,NA,ST39,y,CHATINKHA NURSERY
this study,42070_2#218,ERS7985569,ERR12058729,BKRCQN,ERP126322,Klebsiella pneumoniae,strong,100,193518,454571,5475726,yes (114),ambiguous_bases,ST245-1LV,0,1,7,14,-,0,-,0,-,0,-,0,-,0,-,wzi224,KL49,aac(3)-IIa.v1^;aac(6')-Ib-cr.v1^;aadA*,-,-,-,-,-,CatB4.v1;catII.2*;cmlA5,arr-2,sul2,-,-,dfrA14.v2*;dfrA16.v2,OXA-1;OXA-10;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,OXA-9.v1*-42%;aadA3?-87%,-,ST245-1LV,2,1,1,1,2,1,373,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BKRCQN,2017,NA,other,n,PAEDIATRIC ONCOLOGY
this study,42070_2#219,ERS7985473,ERR12058730,CAA540,ERP126322,Klebsiella pneumoniae,strong,44,372068,677626,5679513,yes (326),ambiguous_bases,ST39,1,1,7,11,ybt 16; ICEKp12,294,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,-,-,-,CatB4.v1,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST39,2,1,2,4,9,1,14,6,15,5,4,11,286,304,2,11,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25*,-,-,-,-,-,CAA540,2017,NA,ST39,y,CHATINKHA NURSERY
this study,42070_2#21,ERS7985443,ERR12058539,BKR35C,ERP126322,Klebsiella pneumoniae,strong,63,335542,565485,5519940,yes (664),ambiguous_bases,ST101,1,1,8,13,ybt 14; ICEKp5,382,-,0,-,0,-,0,-,0,-,wzi29,KL106,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA*,-,-,qnrS1,-,-,catII.2*;cmlA5,arr-2,sul2,-,-,dfrA14.v2*,LAP-2;OXA-1;OXA-10,-,CTX-M-15,-,-,SHV-1^,-,-,-,-,-,-,ST101,2,6,1,5,4,1,6,4,4,5,4,1,69,191,2,4,4,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BKR35C,2013,NA,ST101,n,PAEDIATRIC NURSERY
this study,42070_2#220,ERS7985570,ERR12058731,CAA1YB,ERP126322,Klebsiella pneumoniae,strong,38,461825,866377,5768917,yes (467),ambiguous_bases,ST45,1,0,1,1,ybt 10; ICEKp4,80-1LV,-,0,-,0,-,0,-,0,-,wzi50,"KL15 (KL17,KL51,KL52)",-,-,-,-,-,-,catII.2*,-,-,-,-,-,-,-,-,-,-,SHV-1,-,-,-,-,-,-,ST45,2,1,1,6,7,1,12,3,12,4,11,3,83,18*,3,10,16,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CAA1YB,2017,NA,ST45,y,CHATINKHA NURSERY
this study,42070_2#221,ERS7985474,ERR12058732,CAA54D,ERP126322,Klebsiella pneumoniae,strong,44,265865,818368,5680613,yes (373),ambiguous_bases,ST39,1,1,7,11,ybt 16; ICEKp12,294,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,-,-,-,CatB4.v1,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST39,2,1,2,4,9,1,14,6,15,5,4,11,286,304,2,11,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25*,-,-,-,-,-,CAA54D,2017,NA,ST39,y,CHATINKHA NURSERY
this study,42070_2#222,ERS7985571,ERR12058733,CAA1Y9,ERP126322,Klebsiella pneumoniae,strong,94,215043,453610,5475557,yes (248),ambiguous_bases,ST245-1LV,0,1,7,13,-,0,-,0,-,0,-,0,-,0,-,wzi224,KL49,aac(3)-IIa.v1^;aadA^,-,-,-,-,-,CatB4.v1;catII.2*;cmlA5,arr-2,sul2,-,-,dfrA14.v2*;dfrA16.v2,OXA-1;OXA-10;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,OXA-9.v1*-42%;aac(6')-Ib-cr.v2?-89%;aadA3?-87%,-,ST245-1LV,2,1,1,1,2,1,373,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CAA1Y9,2017,NA,other,y,PAEDIATRIC NURSERY
