study_accession	tag	n_samples	paper	paper_title	study_type	study_type_excluded	study_setting	amr_study	country_base	country_filled	collection_date_base	collection_date_filled	isolation_source_base	isolation_source_filled	host_base	host_filled
PRJNA289272	tail50_99	82	https://pmc.ncbi.nlm.nih.gov/articles/PMC4551003/	Intermingled Klebsiella pneumoniae Populations Between Retail Meats and Human Urinary Tract Infections.	observational	False	mixed	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	0.4634146341463415	0.4634146341463415
PRJNA292403	sub10	1			observational	False		amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA292663	tail10_24	10	https://pmc.ncbi.nlm.nih.gov/articles/PMC6906146/	Diverse Fluoroquinolone Resistance Plasmids From Retail Meat <i>E. coli</i> in the United States.	observational	False	community	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA292901	tail10_24	10	https://pubmed.ncbi.nlm.nih.gov/31679102/	Breakpoint beware: reliance on historical breakpoints for Enterobacteriaceae leads to discrepancies in interpretation of susceptibility testing for carbapenems and cephalosporins and gaps in detection of carbapenem-resistant organisms.	observational	False	hospital	mixed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJNA292902	tail25_49	26			observational	False	hospital	amr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJNA292904	tail25_49	27	https://pmc.ncbi.nlm.nih.gov/articles/PMC5442553/	Multicenter Performance Assessment of Carba NP Test.	observational	False	hospital	amr	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJNA293224	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC6218967/	Whole genome sequencing analysis of multiple Salmonella serovars provides insights into phylogenetic relatedness, antimicrobial resistance, and virulence markers across humans, food animals and agriculture environmental sources.	observational	False			1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA293225	sub10	2			observational	False		surveillance	1.0	1.0	1.0	1.0	1.0	1.0	0.5	0.5
PRJNA295003	tail25_49	38	https://pmc.ncbi.nlm.nih.gov/articles/PMC5687771/	Molecular and epidemiological characterization of carbapenemase-producing Enterobacteriaceae in Norway, 2007 to 2014.	observational	False	mixed	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA296147	sub10	1			observational	False			0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
PRJNA296604	sub10	5			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA296696	tail10_24	10	https://pmc.ncbi.nlm.nih.gov/articles/PMC4670079/	Genomic Epidemiology of an Endoscope-Associated Outbreak of Klebsiella pneumoniae Carbapenemase (KPC)-Producing K. pneumoniae.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.9	0.9	1.0	1.0
PRJNA296699	tail10_24	17			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA296771	tail25_49	30	https://pmc.ncbi.nlm.nih.gov/articles/PMC5875285/	Phenotypic and Genotypic Characterization of Enterobacteriaceae Producing Oxacillinase-48-Like Carbapenemases, United States.	observational	False	hospital	amr	1.0	1.0	0.9666666666666667	0.9666666666666667	0.9666666666666667	0.9666666666666667	1.0	1.0
PRJNA297024	sub10	8			observational	False		amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA300270	sub10	2	https://pmc.ncbi.nlm.nih.gov/articles/PMC11879209/	Genomic analysis of early ST32 Acinetobacter baumannii strains recovered in US military treatment facilities reveals distinct lineages and links to the origins of the Tn6168 ampC transposon.	observational	False			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA302185	sub10	8	https://pmc.ncbi.nlm.nih.gov/articles/PMC10327870/	Multispecies Outbreak of Verona Integron-Encoded Metallo-ß-Lactamase-Producing Multidrug Resistant Bacteria Driven by a Promiscuous Incompatibility Group A/C2 Plasmid.	observational	False	hospital	amr	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA303003	sub10	1			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
PRJNA306133	test	176	https://pmc.ncbi.nlm.nih.gov/articles/PMC5049680/	Identifying lineage effects when controlling for population structure improves power in bacterial association studies.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA307517	tail10_24	24	https://pmc.ncbi.nlm.nih.gov/articles/PMC5885010/	Multifactorial chromosomal variants regulate polymyxin resistance in extensively drug-resistant Klebsiella pneumoniae.	observational	False	hospital	mixed	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA308116	tail25_49	45	https://pmc.ncbi.nlm.nih.gov/articles/PMC10508161/	<i>Enterobacterales</i> draft genome sequences: 15 historical (1998-2004) and 30 contemporary (2015-2016) clinical isolates from Pakistan.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.9777777777777777	0.9777777777777777
PRJNA310023	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC5081556/	Genome Sequencing of Four Multidrug-Resistant <i>Enterobacter aerogenes</i> Isolates from Hospitalized Patients in Brazil.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA310664	sub10	2			observational	False			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA312243	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC5081556/	Genome Sequencing of Four Multidrug-Resistant <i>Enterobacter aerogenes</i> Isolates from Hospitalized Patients in Brazil.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA312296	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC5075093/	Genomic Characterization of Colistin Heteroresistance in Klebsiella pneumoniae during a Nosocomial Outbreak.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA312972	sub10	6			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA314324	sub10	1	https://pubmed.ncbi.nlm.nih.gov/27402393/	Primary osteomyelitis caused by hypervirulent Klebsiella pneumoniae.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA315166	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC5081556/	Genome Sequencing of Four Multidrug-Resistant <i>Enterobacter aerogenes</i> Isolates from Hospitalized Patients in Brazil.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA315168	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC5081556/	Genome Sequencing of Four Multidrug-Resistant <i>Enterobacter aerogenes</i> Isolates from Hospitalized Patients in Brazil.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA315192	tail10_24	12	https://pmc.ncbi.nlm.nih.gov/articles/PMC6249433/	MinION nanopore sequencing identifies the position and structure of bacterial antibiotic resistance determinants in a multidrug-resistant strain of enteroaggregative Escherichia coli.	observational	False			1.0	1.0	1.0	1.0	1.0	1.0	0.75	0.75
PRJNA316321	sub10	9			observational	False		amr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJNA316457	sub10	2			observational	False	community		1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA316969	tail10_24	12	https://pmc.ncbi.nlm.nih.gov/articles/PMC5060011/	Genome sequences and annotation of two urinary isolates of <i>E. coli</i>.	observational	False	hospital	surveillance	0.4166666666666667	1.0	0.16666666666666666	1.0	0.16666666666666666	1.0	0.4166666666666667	1.0
PRJNA318591	sub10	1			observational	False	community		1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA320950	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC4997870/	mcr-1.2, a New mcr Variant Carried on a Transferable Plasmid from a Colistin-Resistant KPC Carbapenemase-Producing Klebsiella pneumoniae Strain of Sequence Type 512.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA323522	tail25_49	45			observational	False			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA323833	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC5955179/	From the wound to the bench: exoproteome interplay between wound-colonizing Staphylococcus aureus strains and co-existing bacteria.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA323981	sub10	1			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA325243	train	242	https://pmc.ncbi.nlm.nih.gov/articles/PMC12247286/	Genomic snapshot of Klebsiella spp. isolates from clinically ill animals reveal diverse lineages with limited relatedness to human isolates.	observational	False	community	surveillance	0.9958677685950413	0.9958677685950413	0.9958677685950413	0.9958677685950413	0.9958677685950413	0.9958677685950413	0.004132231404958678	1.0
PRJNA326665	tail10_24	13	https://pmc.ncbi.nlm.nih.gov/articles/PMC5328542/	Emergence of Ceftazidime-Avibactam Resistance Due to Plasmid-Borne <i>bla</i><sub>KPC-3</sub> Mutations during Treatment of Carbapenem-Resistant Klebsiella pneumoniae Infections.	observational	False	hospital	mixed	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0
PRJNA328506	sub10	8			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA328507	sub10	1			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA329105	tail50_99	57			observational	False		surveillance	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA339159	tail25_49	31	https://pmc.ncbi.nlm.nih.gov/articles/PMC5035412/	KlebSeq, a Diagnostic Tool for Surveillance, Detection, and Monitoring of Klebsiella pneumoniae.	observational	False	mixed	surveillance	1.0	1.0	0.8709677419354839	0.8709677419354839	0.8387096774193549	0.8387096774193549	0.8709677419354839	0.8709677419354839
PRJNA339560	sub10	1			observational	False	hospital		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA339728	sub10	3	https://pmc.ncbi.nlm.nih.gov/articles/PMC5488087/	Insights on Klebsiella pneumoniae Biofilms Assembled on Different Surfaces Using Phenotypic and Genotypic Approaches.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA339843	test	207			observational	False	hospital	amr	1.0	1.0	0.9903381642512077	0.9903381642512077	0.9903381642512077	0.9903381642512077	1.0	1.0
PRJNA341404	tail10_24	21	https://pmc.ncbi.nlm.nih.gov/articles/PMC5071533/	Molecular Epidemiology of Colonizing and Infecting Isolates of <i>Klebsiella pneumoniae</i>.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA341927	train	244	https://pubmed.ncbi.nlm.nih.gov/28486697/	Evolution and dissemination of the Klebsiella pneumoniae clonal group 258 throughout Israeli post-acute care hospitals, 2008-13.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
PRJNA342046	sub10	6	https://pmc.ncbi.nlm.nih.gov/articles/PMC5255920/	First Complete Providencia rettgeri Genome Sequence, the NDM-1-Producing Clinical Strain RB151.	observational	False			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA342893	tail50_99	80	https://pubmed.ncbi.nlm.nih.gov/28475792/	Clinical and Molecular Epidemiology of Carbapenem-Resistant Enterobacteriaceae Among Adult Inpatients in Singapore.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA343442,PRJNA175243	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC3510562/	Genome sequence of OXA-48 carbapenemase-producing Klebsiella pneumoniae KpO3210.	observational	False	hospital	amr	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
PRJNA344449	sub10	1			other	False			1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA348457	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC5722313/	A blaOXA-181-harbouring multi-resistant ST147 Klebsiella pneumoniae isolate from Pakistan that represent an intermediate stage towards pan-drug resistance.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA350242	sub10	1			observational	False		amr	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA351846	tail50_99	95	https://pmc.ncbi.nlm.nih.gov/articles/PMC6416368/	Emergence of New Delhi Metallo-β-Lactamase (NDM-5) in <i>Klebsiella quasipneumoniae</i> from Neonates in a Nigerian Hospital.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA351909	train	49			observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA351910	tail25_49	27	https://pmc.ncbi.nlm.nih.gov/articles/PMC4942785/	Differential host susceptibility and bacterial virulence factors driving Klebsiella liver abscess in an ethnically diverse population.	observational	False	hospital	surveillance	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0
PRJNA351911	tail10_24	18			observational	False			1.0	1.0	0.8888888888888888	0.8888888888888888	0.8888888888888888	0.8888888888888888	1.0	1.0
PRJNA353060,PRJNA246471	sub10	2			observational	False			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA353334	tail10_24	23	https://pmc.ncbi.nlm.nih.gov/articles/PMC5890743/	Covert dissemination of carbapenemase-producing Klebsiella pneumoniae (KPC) in a successfully controlled outbreak: long- and short-read whole-genome sequencing demonstrate multiple genetic modes of transmission.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA353361	sub10	1			observational	False		amr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJNA353728	tail100	464			observational	False			1.0	1.0	0.9762931034482759	0.9762931034482759	0.04956896551724138	0.04956896551724138	0.9827586206896551	0.9827586206896551
PRJNA354216	sub10	3	https://pmc.ncbi.nlm.nih.gov/articles/PMC5848316/	High Rates of Human Fecal Carriage of mcr-1-Positive Multidrug-Resistant Enterobacteriaceae Emerge in China in Association With Successful Plasmid Families.	observational	False	mixed	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA354234	sub10	3			observational	False		amr	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	1.0
PRJNA355241	tail50_99	69	https://pmc.ncbi.nlm.nih.gov/articles/PMC6811406/	Whole-Genome Sequencing To Identify Drivers of Carbapenem-Resistant Klebsiella pneumoniae Transmission within and between Regional Long-Term Acute-Care Hospitals.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA356346	tail10_24	22			observational	False	hospital		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJNA356818	sub10	1			observational	False	hospital		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA357339	sub10	1			observational	False	hospital		1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
PRJNA357350	sub10	1			observational	False	hospital		1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
PRJNA357543	sub10	1			observational	False	hospital		1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
PRJNA357722	sub10	3			observational	False	community	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA359577	tail10_24	11	https://pubmed.ncbi.nlm.nih.gov/29068275/	Investigation of next-generation sequencing data of Klebsiella pneumoniae using web-based tools.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA360179	sub10	1			observational	False	hospital	amr	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0
PRJNA374677	sub10	3	https://pmc.ncbi.nlm.nih.gov/articles/PMC5974468/	Genomic and Geographic Context for the Evolution of High-Risk Carbapenem-Resistant <i>Enterobacter cloacae</i> Complex Clones ST171 and ST78.	observational	False			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA374958	sub10	6			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA375798	tail10_24	13	https://pmc.ncbi.nlm.nih.gov/articles/PMC5529442/	Discovery of monoclonal antibodies cross-reactive to novel subserotypes of K. pneumoniae O3.	observational	False	hospital	surveillance	0.9230769230769231	0.9230769230769231	0.0	0.0	0.9230769230769231	0.9230769230769231	1.0	1.0
PRJNA375812	tail10_24	22	https://pmc.ncbi.nlm.nih.gov/articles/PMC5890713/	Structural modification of LPS in colistin-resistant, KPC-producing Klebsiella pneumoniae.	observational	False	hospital	mixed	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA376414	test	1765	https://pmc.ncbi.nlm.nih.gov/articles/PMC5433097/	Population Genomic Analysis of 1,777 Extended-Spectrum Beta-Lactamase-Producing <i>Klebsiella pneumoniae</i> Isolates, Houston, Texas: Unexpected Abundance of Clonal Group 307.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.9994334277620397	0.9994334277620397	1.0	1.0
PRJNA376447	sub10	1			observational	False		amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA379388	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC6033973/	Draft Genome Sequence of Klebsiella pneumoniae Strain ICIS-278_PBV, Isolated from the Feces of a Healthy 59-Year-Old Man from Orenburg, Russia.	observational	False	community	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA380388	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC5997705/	High genomic diversity of multi-drug resistant wastewater Escherichia coli.	observational	False	hospital		1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA383436	sub10	2	https://pmc.ncbi.nlm.nih.gov/articles/PMC6981164/	Integrating multiple genomic technologies to investigate an outbreak of carbapenemase-producing Enterobacter hormaechei.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.5	0.5	1.0	1.0
PRJNA386693	tail10_24	13	https://pmc.ncbi.nlm.nih.gov/articles/PMC5541162/	Whole-Genome Sequencing of Human Clinical <i>Klebsiella pneumoniae</i> Isolates Reveals Misidentification and Misunderstandings of <i>Klebsiella pneumoniae</i>, <i>Klebsiella variicola</i>, and <i>Klebsiella quasipneumoniae</i>.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA388450	tail10_24	24	https://pmc.ncbi.nlm.nih.gov/articles/PMC5850535/	Whole-Genome Sequencing Accurately Identifies Resistance to Extended-Spectrum β-Lactams for Major Gram-Negative Bacterial Pathogens.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA389557	tail50_99	76	https://pmc.ncbi.nlm.nih.gov/articles/PMC7859894/	Genomic and clinical characterisation of multidrug-resistant carbapenemase-producing ST231 and ST16 Klebsiella pneumoniae isolates colonising patients at Siriraj hospital, Bangkok, Thailand from 2015 to 2017.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA390933	tail25_49	46	https://pubmed.ncbi.nlm.nih.gov/29272439/	Characterization of OXA-48-like carbapenemase producers in Canada, 2011-14.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA391004	tail10_24	15	https://pmc.ncbi.nlm.nih.gov/articles/PMC6045662/	Population genomics of hypervirulent Klebsiella pneumoniae clonal-group 23 reveals early emergence and rapid global dissemination.	observational	False	community	surveillance	1.0	1.0	1.0	1.0	0.9333333333333333	0.9333333333333333	1.0	1.0
PRJNA391054	tail10_24	17	https://pmc.ncbi.nlm.nih.gov/articles/PMC6417137/	Epidemiology of paediatric gastrointestinal colonisation by extended spectrum cephalosporin-resistant Escherichia coli and Klebsiella pneumoniae isolates in north-west Cambodia.	observational	False	mixed	amr	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0
PRJNA391323	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC5885025/	Genomic Analysis of a Pan-Resistant Isolate of <i>Klebsiella pneumoniae</i>, United States 2016.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA391510	sub10	1			other	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJNA391952	sub10	1			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA392824	tail10_24	12	https://pmc.ncbi.nlm.nih.gov/articles/PMC6005101/	Antibiotic pressure on the acquisition and loss of antibiotic resistance genes in Klebsiella pneumoniae.	observational	False	hospital	mixed	1.0	1.0	1.0	1.0	1.0	1.0	0.8333333333333334	0.8333333333333334
PRJNA392853	sub10	3			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA392935	sub10	2	https://pmc.ncbi.nlm.nih.gov/articles/PMC5703817/	Rapid Nanopore Sequencing of Plasmids and Resistance Gene Detection in Clinical Isolates.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA393050	sub10	1			observational	False	community		1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA393721	sub10	2			experimental_evolution	True		amr	1.0	1.0	1.0	1.0	0.5	0.5	1.0	1.0
PRJNA395086	train	166	https://pmc.ncbi.nlm.nih.gov/articles/PMC8547452/	Genomic Features Associated with the Degree of Phenotypic Resistance to Carbapenems in Carbapenem-Resistant Klebsiella pneumoniae.	observational	False	hospital	amr	1.0	1.0	0.9698795180722891	0.9698795180722891	0.9698795180722891	0.9698795180722891	1.0	1.0
PRJNA395864	tail50_99	93	https://pmc.ncbi.nlm.nih.gov/articles/PMC5996243/	Transmission Dynamics of Hyper-Endemic Multi-Drug Resistant &lt;i&gt;Klebsiella pneumoniae&lt;/i&gt; in a Southeast Asian Neonatal Unit: A Longitudinal Study With Whole Genome Sequencing.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.9354838709677419	0.9354838709677419
PRJNA396729	tail10_24	11	https://pmc.ncbi.nlm.nih.gov/articles/PMC5660112/	Exploring the Genome and Phenotype of Multi-Drug Resistant <i>Klebsiella pneumoniae</i> of Clinical Origin.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA396774	train	177	https://pmc.ncbi.nlm.nih.gov/articles/PMC5765115/	Developing an in silico minimum inhibitory concentration panel test for Klebsiella pneumoniae.	observational	False	hospital	mixed	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA396838	sub10	8	https://pmc.ncbi.nlm.nih.gov/articles/PMC5890751/	Illumina short-read and MinION long-read WGS to characterize the molecular epidemiology of an NDM-1 Serratia marcescens outbreak in Romania.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA397262	tail100	131	https://pmc.ncbi.nlm.nih.gov/articles/PMC5756455/	Translating genomics into practice for real-time surveillance and response to carbapenemase-producing Enterobacteriaceae: evidence from a complex multi-institutional KPC outbreak.	observational	False	mixed	amr	1.0	1.0	1.0	1.0	0.9847328244274809	0.9847328244274809	0.9465648854961832	0.9465648854961832
PRJNA398288	train	36			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA398291	sub10	2	https://pmc.ncbi.nlm.nih.gov/articles/PMC6004858/	Genomic Epidemiology of Global Carbapenemase-Producing Enterobacter spp., 2008-2014.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA398365	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC5848804/	Efficient generation of complete sequences of MDR-encoding plasmids by rapid assembly of MinION barcoding sequencing data.	observational	False		amr	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
PRJNA40025	sub10	1			observational	False		surveillance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJNA40049	sub10	1			observational	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJNA401330	sub10	2	https://pmc.ncbi.nlm.nih.gov/articles/PMC6321870/	The resistomes of six carbapenem-resistant pathogens - a critical genotype-phenotype analysis.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA407116	sub10	1			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA407760	tail10_24	14	https://pmc.ncbi.nlm.nih.gov/articles/PMC5944420/	Molecular Epidemiology of Multidrug-Resistant Bacteria Isolated from Libyan and Syrian Patients with War Injuries in Two Bundeswehr Hospitals in Germany.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA408214	sub10	4			observational	False		amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA411762	tail100	157	https://pmc.ncbi.nlm.nih.gov/articles/PMC6535554/	<i>Klebsiella quasipneumoniae</i> Provides a Window into Carbapenemase Gene Transfer, Plasmid Rearrangements, and Patient Interactions with the Hospital Environment.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.9299363057324841	0.9299363057324841	0.40764331210191085	0.40764331210191085
